Id,Title,Brand,Dealer,Price,ColorExterior,Type,TelephoneNumber,TelephoneNumber2,TelephoneNumber3,Dealer Ubication
1139703,Chevrolet Camaro 2 SS 2016,chevrolet,CARLOS GABRIEL AUTO IMPORT,"US$ 48,000",Rojo,Coupé/Deportivo, 809-806-2296 WhatsApp, 829-886-2934, 809-851-2934 / 829-356-1568," Centro, Santiago, Santiago"
1139741,Chevrolet Tahoe LTZ 2016,chevrolet,Aaron Auto,"US$ 35,000",Negro,Jeepeta, 809-967-2199,, 829-467-2433," Guauci, Moca, Espaillat"
1123082,Chevrolet Silverado 2016,chevrolet,Domingo Auto Import Av. Bolivar,"US$ 29,900",Azul,Camioneta, 809.714.0226 Pamela  , 829-933-9507 Diego Angulo, 849.865.9928 Noel ," Los Maestros, Santo Domingo D.N, Distrito Nacional"
1139830,Chevrolet Sonic RS 2016,chevrolet,Seven F Autos,"RD$ 620,000",Blanco perla,Sedán, 809-660-2020,,8096602020," El Millon, Santo Domingo D.N, Distrito Nacional"
1139853,Chevrolet Camaro Z 28 2016,chevrolet,Afimosa Motors,"US$ 28,995",Rojo Esacarlata,Convertible, 809-372-4470, (809)-763-2400 - (809)-763-8900, 829-745-2392," Los Rios, Santo Domingo D.N, Distrito Nacional"
1139891,Chevrolet Cruze RS 2016,chevrolet,Auto Case,"RD$ 495,000",Rojo Vino,Sedán, 809-452-1652 Ramón Piñeyro, 809-985-9509 , 829-858-5079 Soniesel López ," Ensanche Quisqueya , Santo Domingo, Distrito Nacional"
1060643,Chevrolet Colorado 2016,chevrolet,Amontarse,"US$ 19,500",Blanco,Camioneta, 809-792-9222, 809-519-0242 / 809-519-9520 / 829-214-6501,," Mirador Sur, Santo Domingo D.N, Distrito Nacional"
1130407,Chevrolet Sonic LT 2016,chevrolet,Then Autos,"RD$ 495,000",Gris,Sedán, 809-273-6200,, 809-303-6200," Ens.Ozama, Santo Domingo Este"
1084718,Chevrolet Equinox LT 2016,chevrolet,Blink Auto Import,"RD$ 869,000",Gris,Jeepeta, 809-966-5434,, 809-966-5434," El Millon, Santo Domingo D.N, Distrito Nacional"
1140572,Chevrolet Colorado 2016,chevrolet,F&S Motors,"RD$ 950,000",Blanco,Camioneta, Misael Robles 849-455-2182 , Nestor Abreu 849-455-2185,," Centro de  Ciudad, Higuey, Higuey - La Altagracia"
1132195,Chevrolet Colorado 2016,chevrolet,Andres Motors,"US$ 25,500",Blanco,Camioneta, 809-379-0770,8296650595,8092240770," Santo Domingo, Distrito Nacional"
1138598,Chevrolet Equinox 2016,chevrolet,Seals Auto Import,"RD$ 750,000",Dorado,Jeepeta, 809-594-0658,, 829-707-8830, Santo Domingo Este
1140360,Chevrolet City Express 2016,chevrolet,Fernando Garcia Auto Import,"RD$ 750,000",Blanco,Furgoneta, 809-587-6658, 809-270-7435,," Centro, Santiago, Santiago"
1134139,Chevrolet Cruze LT 2016,chevrolet,Nelson Auto Import,"RD$ 570,000",Blanco,Sedán, 829-383-9056, 809-233-3331,," Centro, Santiago, Santiago"
1140198,Chevrolet Trax LT 2016,chevrolet,Limesa Motors,"RD$ 695,000",Dorado,Jeepeta, 809-534-0852 / 809-518-1883,, 809-224-7804 Roberto / 809-654-7499 Julio," El Millon, Santo Domingo D.N, Distrito Nacional"
1136116,Chevrolet Colorado Z71 2016,chevrolet,Tany Autos,"US$ 29,900",Gris oscuro,Camioneta, 809-699-2125 / 809-340-9415, 809-340-9415 / 809-323-8577 , 809-340-9415," Ens.Ozama, Santo Domingo Este"
1133154,Chevrolet Cruze LT 2016,chevrolet,Paulino De Leon Auto Import,"RD$ 525,000",Gris,Sedán, 809-328-3234, 829-662-6391, 809-504-5689," Santo Domingo Norte, Distrito Nacional"
1137157,Chevrolet Avalanche Z 71 2016,chevrolet,Elvin Auto Import,"US$ 35,000",Rojo,Camioneta, 829-792-0582, 829-288-4745,," El Carmito, La Vega, La Vega"
939420,Chevrolet Equinox LS 2016,chevrolet,Elvin Auto Import,"RD$ 815,000",Blanco,Jeepeta, 829-792-0582, 829-288-4745,," El Carmito, La Vega, La Vega"
1137312,Chevrolet Colorado 2016,chevrolet,Papi Motors,"RD$ 1,100,000",Blanco,Camioneta, 809-244-0697,, 809-769-3298," San Francisco de Macoris, Duarte (San Francisco de Macoris)"
1137600,Chevrolet Sonic LT 2016,chevrolet,"Ovalles Garcia Auto, SRL","RD$ 490,000",Rojo,Sedán, 809-823-3980 (oficina), 829-465-9749 / 809-924-8499 whatsapp, 809-383-0525 whatsapp," Estancia Nueva, Moca, Espaillat"
1137734,Chevrolet Camaro 2 SS 2016,chevrolet,Ramon Amilcar Orozco Santana,"US$ 42,000",Rojo,Coupé/Deportivo, 809-399-3301,, 809-399-6042,
1137769,Chevrolet Colorado LT W/1LT 2016,chevrolet,Ramos Auto Express S.R.L,"US$ 24,900",Blanco,Camioneta, (809) 612-4545, (809) 399-7908 // (829) 915-8760,," Cerro Alto, Santiago, Santiago"
1137779,Chevrolet Spark LT 2016,chevrolet,Kelvin  Rivera,"RD$ 448,000",Rojo,Hatchback, 809-556-6836,, 829-851-5900,
1136223,Chevrolet Traverse LS 2016,chevrolet,Numar Auto,"RD$ 815,000",Blanco,Jeepeta, 809-875-1712 , 809-713-3244, 809-875-1712," Urb.Fernandez, Santo Domingo D.N, Distrito Nacional"
1138095,Chevrolet Equinox LT 2016,chevrolet,Calcaño Motors,"RD$ 795,000",Gris,Jeepeta, 809-508-0271, 809-350-0581 celular,," Miramar, Santo Domingo D.N, Distrito Nacional"
1138211,Chevrolet Malibu LT 2016,chevrolet,Autos Brea,"RD$ 795,000",Gris oscuro,Sedán, 809-784-7323, 849-207-7323, 849-207-7323," El Millon, Santo Domingo D.N, Distrito Nacional"
1130347,Chevrolet Corvette Z06 2016,chevrolet,Manuel Auto Center,"US$ 76,000",Negro,Coupé/Deportivo," 829-724-4777 , 809-753-8485",,," Centro, Santiago, Santiago"
1135597,Chevrolet Sonic LT 2016,chevrolet,Buy Import,"RD$ 465,000",Negro,Sedán, 809-252-8000 WhatsApp, 809-313-7000 WhatsApp, 829-260-3500 WhatsApp," Santo Domingo, Distrito Nacional"
1131857,Chevrolet Corvette Stingray 2016,chevrolet,Manuel Auto Center,"US$ 53,000",Negro,Coupé/Deportivo," 829-724-4777 , 809-753-8485",,," Centro, Santiago, Santiago"
1127009,Chevrolet Cruze LT 2016,chevrolet,Freddy Nuñez Financiamientos,"RD$ 450,000",Gris,Sedán, 809-427-1005 , 809-242-2644, 829-217-3190 whatsapp," Pontón, La Vega, La Vega"
1137991,Chevrolet Colorado LT W/1LT 2016,chevrolet,Cavali Auto Import,"US$ 19,850",Blanco,Camioneta, 809-390-9557 Fetzgerald,, 809-885-6089 Elvinson," Brugal, San Francisco de Macoris, Duarte (San Francisco de Macoris)"
1138771,Chevrolet Equinox LS 2016,chevrolet,Felisa Motors,"RD$ 825,000",Azul,Jeepeta, 809-598-3906/ 809-707-6446 , 829 765 6446/ +1-849 212-6446, +1-809-707-6446/ +1-849 212 6446," Las Palmas de Alma Rosa, Santo Domingo Este, Distrito Nacional"
1138812,Chevrolet Cruze LT 2016,chevrolet,JF Auto Galery,"RD$ 600,000",Negro,Sedán, 849-861-2262/849-248-2900,,, Santo Domingo Este
1138850,Chevrolet Cruze 2016,chevrolet,Inmenso Auto,"RD$ 490,000",Blanco,Sedán, 829-794-1105, 809-258-0511,," Santo Domingo, Distrito Nacional"
1138871,Chevrolet Spark 2016,chevrolet,Franklin A. Motors,"RD$ 550,000",Azul claro,Hatchback, 809-570-7630 , 829-763-7957 Franklin/ 829-379-7672 Gabriel, 829-763-7957 Franklin," Santiago, Santiago"
1074779,Chevrolet Sonic LT 2016,chevrolet,Yibela Motors ,"RD$ 585,000",Blanco,Sedán, 809-231-2522 / 849-246-9442, 829-706-2736 / 809-909-9741, 849-246-9442," Ens.Ozama, Santo Domingo Este"
1085563,Chevrolet Sonic LT 2016,chevrolet,Yibela Motors ,"RD$ 585,000",Blanco,Sedán, 809-231-2522 / 849-246-9442, 829-706-2736 / 809-909-9741, 849-246-9442," Ens.Ozama, Santo Domingo Este"
1133244,Chevrolet Cruze LTZ 2016,chevrolet,Yaslan L Auto Import,"RD$ 565,000",Blanco,Sedán, Telefono Oficina 809-242-5711, Yaslan Leonardo 849-802-8118 WS24h / 809-242-5711  , Yaslan Leonardo 849-802-8118 whatsapp 809-903-4374 Cel ," La Vega, La Vega"
1089260,Chevrolet Cruze LT 2016,chevrolet,Yaslan L Auto Import,"RD$ 548,000",Negro,Sedán, Telefono Oficina 809-242-5711, Yaslan Leonardo 849-802-8118 WS24h / 809-242-5711  , Yaslan Leonardo 849-802-8118 whatsapp 809-903-4374 Cel ," La Vega, La Vega"
1120545,Chevrolet Equinox 2016,chevrolet,Andres Motors,"RD$ 865,000",Azul,Jeepeta, 809-379-0770,8296650595,8092240770," Santo Domingo, Distrito Nacional"
1069468,Chevrolet Sonic LT 2016,chevrolet,MIC Autos,"RD$ 492,000",Blanco,Sedán,8097925698,8093700964,8093700964," Santo Domingo, Distrito Nacional"
1050618,Chevrolet Colorado 2016,chevrolet,Amontarse,"US$ 19,000",Blanco,Camioneta, 809-792-9222, 809-519-0242 / 809-519-9520 / 829-214-6501,," Mirador Sur, Santo Domingo D.N, Distrito Nacional"
1050770,Chevrolet Cruze LT 2016,chevrolet,Mayor Auto,"US$ 10,350",Gris oscuro,Sedán, 809-531-0019,, 829-539-9958," Santo Domingo, Distrito Nacional"
1134905,Chevrolet Tahoe LTZ 2016,chevrolet,Gonzauto,"US$ 38,900",Negro,Jeepeta, 829-645-0308, 809-968-3651 (Julio Peña), 849-912-0488 (Gustavo Suarez), San Pedro de Macoris
1135002,Chevrolet Corvette Stingray 2016,chevrolet,TM Import,"US$ 57,800",Blanco,Coupé/Deportivo, 829-886-6918 , 809-697-4429 Chritopher (Vendedor), 829-886-6918 Robinson P.(Gerente), Santiago
1135432,Chevrolet Equinox LT 2016,chevrolet,Misael Auto,"RD$ 845,000",Gris oscuro,Jeepeta, Local 809-554-9700,  Misael C. 809-757-0214 849-751-0214   Amin Jimenez 809-772-3697 Amaury Batista 829-604-2327 kelvin Santana 809-789-1189 ,, Higuey
1135475,Chevrolet Spark 2016,chevrolet,ileana cruz,"US$ 8,300",Rojo,Hatchback,8096026173,,8096026173,
1116155,Chevrolet Camaro S S 2016,chevrolet,Iss Motor,"US$ 43,300",Azul,Coupé/Deportivo, 809-692-9939, 829-841-2103/ 829-986-5511,," Santo Domingo, Distrito Nacional"
1101736,Chevrolet Trax 2016,chevrolet,Fernando Garcia Auto Import,"RD$ 650,000",Gris oscuro,Jeepeta, 809-587-6658, 809-270-7435,," Centro, Santiago, Santiago"
1133682,Chevrolet Colorado LT W/1LT 2016,chevrolet,Auto Gallery ,"US$ 19,900",Blanco,Camioneta, 809-566-0191, Virgilio Sierra 809-858-6091(Whatsapp) Jose Garcia 809-653-9099(WhatsApp) Esteban Valdez 829-989-5543, 809-653-9099," Los Prados, Santo Domingo D.N, Distrito Nacional"
1135997,Chevrolet Colorado LT W/1LT 2016,chevrolet,"Leonel Auto,S.R.L.","US$ 27,500",Blanco,Camioneta, (809) 276-0374/ 809) 612-2444/809)276-0235, Cel 809-978-8580/315-308-6007 SIN CARGO REP.DOM, 829-305-7110," Tramo Santiago La Vega, Santiago, Santiago"
1112303,Chevrolet Cruze LT 2016,chevrolet,Central Florida Auto Group,"RD$ 595,000",Azul,Sedán, Gabriel Amador - 809-807-1759 / 809-304-0567, Luis Quiñones - 849-360-6055 / Cristopher Méndez - 849-253-1809,," El Millon, Santo Domingo D.N, Distrito Nacional"
1135494,Chevrolet Corvette Stingray Z51 2016,chevrolet,Martin Motors,"US$ 59,500",Rojo,Coupé/Deportivo, servició al cliente - 809-290-1617,, Martin - 809-519-7070 ," Salida a Santo Domingo, San Francisco de Macoris, Duarte"
1136282,Chevrolet Camaro S S 2016,chevrolet,Humberto Mejia Auto Import,"US$ 39,999",Gris,Coupé/Deportivo, freddy mercedes 809-360-4894,  809-966-3863, 809 -360-4894- 809-966-3863," Baní, Bani"
1136326,Chevrolet Colorado 2016,chevrolet,El Cambiao Auto import,"US$ 23,500",Azul,Camioneta, 809-276-0458, 809-418-2037, 809-418-2037, La Vega
1134104,Chevrolet Equinox LT 2016,chevrolet,Auto District SRL,"RD$ 830,000",Azul,Jeepeta, 809-960-9099, 809-757-8587,," Renacimiento, Santo Domingo D.N, Distrito Nacional"
1124092,Chevrolet Camaro LT 2016,chevrolet,Importaciones Jaively,"US$ 27,000",Blanco,Coupé/Deportivo,8096946535, 809-537-1357,8096946535," Arroyo Hondo III, Santo Domingo D.N, Distrito Nacional"
1136629,Chevrolet Colorado Z71 2016,chevrolet,Elvin Auto Import,"US$ 34,000",Negro,Camioneta, 829-792-0582, 829-288-4745,," El Carmito, La Vega, La Vega"
1118955,Chevrolet Cruze LT 2016,chevrolet,Inversiones Caremo,"RD$ 555,000",Rojo Esacarlata,Sedán,8296662777, 829-299-2597 abel peña, 829-728-3600 Dante Laureano, Santo Domingo Este
1112906,Chevrolet Spark LT 2016,chevrolet,Importaciones Jaively,"RD$ 570,000",Blanco,Hatchback,8096946535, 809-537-1357,8096946535," Arroyo Hondo III, Santo Domingo D.N, Distrito Nacional"
1089365,Chevrolet Equinox 2016,chevrolet,Car Depot,"RD$ 770,000",Gris Plata,Jeepeta, 809 531-0066,, 809-912-8118," El Millon, Santo Domingo D.N, Distrito Nacional"
1134368,Chevrolet Tahoe LT 2016,chevrolet,Carlos Rosa Auto Import ,"US$ 35,000",Negro,Jeepeta, 809-245-8702, 829-796-4414, 829-796-4414, Santo Domingo Este
1127596,Chevrolet Colorado Z71 2016,chevrolet,"Inversiones Guzman & Collado, SRL","US$ 31,000",Negro,Camioneta, 809-577-7146, 809-618-4353, 809-452-0903," Estancia Nueva, Moca, Espaillat"
1104553,Chevrolet Corvette Stingray 2016,chevrolet,Auto Republica,"US$ 59,900",Rojo,Coupé/Deportivo, 809-660-1026 Gallardo, 809-920-1446 Matos,  809-713-3074 nivar ," Los Prados, Santo Domingo D.N, Distrito Nacional"
1128273,Chevrolet Equinox LT 2016,chevrolet,"Vision  Auto Import, SRL","RD$ 835,000",Gris Plata,Jeepeta, 809-578-6400, 809-399-0003,," Estancia Nueva, Moca, Espaillat"
1128874,Chevrolet Colorado LS 2016,chevrolet,Ruta 56,"US$ 22,500",Blanco,Camioneta, 809-294-3000, 809-350-0917 Whatsapp (Henry Rosario), 809-753-6468 Whatsapp (Alberto Peralta)," Salida a Santo Domingo, San Francisco de Macoris, Duarte"
1129175,Chevrolet Suburban LTZ 2016,chevrolet,Auto Haus,"US$ 39,900",Blanco,Jeepeta, 809-334-4111, 8492506617 (Melvin Diaz), 8293451839 (Freddy Ogando)," Naco, Santo Domingo D.N, Distrito Nacional"
1065168,Chevrolet Tahoe LT 2016,chevrolet,Capital Auto Import,"US$ 42,900",Negro,Jeepeta, 809-482-1320 / 809-482-0063, 809-861-2324,," Honduras del Norte, Santo Domingo D.N, Distrito Nacional"
1116659,Chevrolet Cruze LT 2016,chevrolet,M & P Motor SRL,"RD$ 595,000",Negro,Sedán, 809-328-1191 //   809-258-6858 Nino ,  809-913-2701 Tony Perdomo,," Miramar, Santo Domingo D.N, Distrito Nacional"
1132892,Chevrolet Colorado 2016,chevrolet,Isidro Motors,"US$ 24,500",Blanco,Camioneta, 809-577-5516, 829-760-7781 Kelvin I Garcia , 829-760-9610," Centro, Salcedo, Hermanas Mirabal"
1131891,Chevrolet Silverado 1500 LT 2016,chevrolet,Celia Auto Import,"US$ 31,000",Blanco,Camioneta, 829-606-8740, 809 567-4567 / 809-519-1468,," Santo Domingo, Distrito Nacional"
1131781,Chevrolet Traverse LT 2016,chevrolet,Vision Motors,"US$ 20,500",Gris Plata,Jeepeta, 809-565-9218 /809-236-7711, 809-729-0213 Luis Hichez/ 809-310-7711 Jose Manuel Nina, 809-310-7711 ," Santo Domingo, Distrito Nacional"
1132833,Chevrolet Colorado Z71 2016,chevrolet,Elvin Auto Import,"US$ 33,500",Dorado,Camioneta, 829-792-0582, 829-288-4745,," El Carmito, La Vega, La Vega"
1132915,Chevrolet Cruze RS 2016,chevrolet,Ruta 56,"RD$ 685,000",Gris,Sedán, 809-294-3000, 809-350-0917 Whatsapp (Henry Rosario), 809-753-6468 Whatsapp (Alberto Peralta)," Salida a Santo Domingo, San Francisco de Macoris, Duarte"
1130537,Chevrolet Spark 2016,chevrolet,Swat Import & Export,"RD$ 495,000",Blanco,Hatchback, 809-336-2299, Cel.Vendedores 829-292-0891 Necler y 829-382-2049 Agusto, Celular  829-344-7169. Francisco, Santiago
1132444,Chevrolet Tahoe LTZ 2016,chevrolet,Fernandez Auto ,"US$ 43,500",Negro,Jeepeta, 809-570-7790,, 809-819-1111 / 809-360-6175," Tramo Santiago La Vega, Santiago, Santiago"
1132439,Chevrolet Tahoe LTZ 2016,chevrolet,Fernandez Auto ,"US$ 54,000",Negro,Jeepeta, 809-570-7790,, 809-819-1111 / 809-360-6175," Tramo Santiago La Vega, Santiago, Santiago"
1124270,Chevrolet Trax LTZ 2016,chevrolet,Corona Auto Import,"RD$ 780,000",Blanco,Jeepeta, 809-732-2400  / 829-358-0397, 829-299-2949,," La Esperilla, Santo Domingo D.N, Distrito Nacional"
1133315,Chevrolet Colorado Z71 2016,chevrolet,Elvin Auto Import,"US$ 30,500",Negro,Camioneta, 829-792-0582, 829-288-4745,," El Carmito, La Vega, La Vega"
1133396,Chevrolet Colorado LT W/1LT 2016,chevrolet,Elvin Auto Import,"US$ 21,500",Blanco,Camioneta, 829-792-0582, 829-288-4745,," El Carmito, La Vega, La Vega"
1044902,Chevrolet Colorado LT W/1LT 2016,chevrolet,Fernandez Auto ,"US$ 25,900",Gris,Camioneta, 809-570-7790,, 809-819-1111 / 809-360-6175," Tramo Santiago La Vega, Santiago, Santiago"
1133770,Chevrolet Malibu 2016,chevrolet,W Martinez F Auto Import,"RD$ 625,000",Blanco,Sedán, 809-276-2228,, 809-431-7875," Caretera Santiago, La vega, La Vega, La Vega"
1133880,Chevrolet Tahoe 2016,chevrolet,Anunciante          ,"US$ 36,500",Negro,Jeepeta, 809-360-2631,,,
1123026,Chevrolet Tahoe LT 2016,chevrolet,VEN Y VE  AUTO IMPORT,"US$ 34,500",Negro,Jeepeta, 809-382-7179 Oficina,, 829-790-1391 Beto, Santiago
1134360,Chevrolet Cruze 2016,chevrolet,Seven F Autos,"RD$ 495,000",Gris,Sedán, 809-660-2020,,8096602020," El Millon, Santo Domingo D.N, Distrito Nacional"
1055625,Chevrolet Colorado Z71 2016,chevrolet,Autos x Menos,"US$ 34,900",Verde,Camioneta, 809-725-4848,, 829-332-9643. Darlin," Salida A Tenares, San Francisco de Macoris, Duarte (San Francisco de Macoris)"
1068086,Chevrolet Cruze RS 2016,chevrolet,Tao Motors ,"RD$ 655,000",Rojo,Sedán, 809-244-2311 Oficina,, 829-986-9030," Salida A Nagua, San Francisco de Macoris, Duarte"
995918,Chevrolet Spark 2016,chevrolet,Viscaya Motors & Asoc...C.por A.,"RD$ 560,000",Blanco,Hatchback, 809-826-9099 , 809-537-3656,," Las Caobas, Santo Domingo Oeste"
1131007,Chevrolet Sonic LTZ 2015,chevrolet,Gilberto F Auto ,"RD$ 515,000",Rojo,Sedán, 809-626-2102, 809-627-2305,," Tramo la Vega, La Penda, Santiago"
1098787,Chevrolet Sonic 2016,chevrolet,Tao Motors ,"RD$ 485,000",Blanco,Sedán, 809-244-2311 Oficina,, 829-986-9030," Salida A Nagua, San Francisco de Macoris, Duarte"
1093339,Chevrolet Sonic LT 2016,chevrolet,Auto Pratts,"RD$ 495,000",Blanco,Sedán, 829-962-4280 William Quiroz , Gilbert Santana 829-844-5193/ Pedro Severino 829-453-0614, 829-547-7578," Ensanche Quisqueya , Santo Domingo, Distrito Nacional"
995453,Chevrolet Tahoe LTZ 2016,chevrolet,Auto Cleaner,"US$ 41,900",Negro,Jeepeta, Felipe A. Reyes 809-781-5588,,," Santo Domingo, Distrito Nacional"
1103488,Chevrolet Traverse LT 2016,chevrolet,Celia Auto Import,"US$ 17,900",Negro,Jeepeta, 829-606-8740, 809 567-4567 / 809-519-1468,," Santo Domingo, Distrito Nacional"
1106134,Chevrolet Tahoe LTZ 2016,chevrolet,Auto Box,"US$ 44,900",Negro,Jeepeta, 809-540-8989, Elvin Pineda 809-918-0070/ Amed Herrera 809-935-6111/Joel Gonzalez 809-224-9522/ Edwin Mota 809-885-8389 , 1-809-998-4120  Michael Ortiz ," Piantini, Santo Domingo D.N, Distrito Nacional"
1116141,Chevrolet Sonic LT 2016,chevrolet,"Agus Team Auto Import, S.R.L.","RD$ 498,000",Gris oscuro,Sedán, 829-895-6637 Oficina,, 849-883-5686," Santiago, Santiago"
1117454,Chevrolet Tahoe LTZ 2016,chevrolet,Auto Box,"US$ 44,900",Negro,Jeepeta, 809-540-8989, Elvin Pineda 809-918-0070/ Amed Herrera 809-935-6111/Joel Gonzalez 809-224-9522/ Edwin Mota 809-885-8389 , 1-809-998-4120  Michael Ortiz ," Piantini, Santo Domingo D.N, Distrito Nacional"
1117537,Chevrolet Tahoe LT 2016,chevrolet,Gonzauto,"US$ 34,900",Blanco,Jeepeta, 829-645-0308, 809-968-3651 (Julio Peña), 849-912-0488 (Gustavo Suarez), San Pedro de Macoris
1118846,Chevrolet Equinox LS 2016,chevrolet,"Leonel Auto,S.R.L.","RD$ 775,000",Gris oscuro,Jeepeta, (809) 276-0374/ 809) 612-2444/809)276-0235, Cel 809-978-8580/315-308-6007 SIN CARGO REP.DOM, 829-305-7110," Tramo Santiago La Vega, Santiago, Santiago"
1106804,Chevrolet Tahoe LTZ 2016,chevrolet,In Auto,"US$ 45,900",Negro,Jeepeta,8098039010, 809-724-6566,8098039010," Santiago, Santiago"
1108635,Chevrolet Corvette Stingray Z51 2016,chevrolet,Jonathan Jiminian,"US$ 63,000",Blanco,Coupé/Deportivo, 829-855-9089,,," Santo Domingo, Distrito Nacional"
1122519,Chevrolet Tahoe LTZ 2016,chevrolet,Auto Marbella,"US$ 39,900",Negro,Jeepeta, 809-362-4650, 829-619-9786,," Don Bosco, Santo Domingo D.N, Distrito Nacional"
1123732,Chevrolet Express G3500 2016,chevrolet,Chiquitita Auto Import S.R.L,"RD$ 830,000",Blanco,Furgoneta,8092825181, SIGUENOS EN INSTAGRAM @chiquititaautoimport Y FACEBOOK,," Tramo Santiago La Vega, Santiago, Santiago"
1125872,Chevrolet Colorado 2016,chevrolet,Nesuro Auto,"US$ 19,800",Azul,Camioneta, 809-805-3310 Juan fco , 809-233-2004 WhatsApp, 809-805-3310 Juan Fco , Santiago
1125556,Chevrolet Suburban 2016,chevrolet,"Bueno Guzman Auto Import, SRL","US$ 31,000",Negro,Jeepeta, 809-573-4407 (Oficina),, 829-213-4269 ," La Vega, La Vega"
1074785,Chevrolet Sonic LT 2016,chevrolet,Pericle Motors,"RD$ 585,000",Blanco,Sedán, 809-735-8003 OFICINA, 849-246-9442 , 829-706-2736 Miguel," Ens.Ozama, Santo Domingo Este"
1126888,Chevrolet Equinox LT 2016,chevrolet,EDB Autos,"RD$ 798,000",Crema,Jeepeta,8098729067,,8294526598," Manoguayabo, Santo Domingo D.N, Distrito Nacional"
1042846,Chevrolet Corvette Stingray 2016,chevrolet,JF MotorSports,"US$ 53,000",Rojo,Coupé/Deportivo, (809)276-3044 (829)299-4424, 809 841 2847, 829-299-4424," Tramo Santiago La Vega, Santiago, Santiago"
1126551,Chevrolet Colorado LT W/1LT 2016,chevrolet,Jerez Auto Import,"US$ 29,900",Gris Plata,Camioneta, 849-654-4732 MANUEL PEREZ, Oficina 809-276-3151/ 809-276-3816,," Tramo la Vega, La Penda, Santiago"
1139939,Chevrolet Suburban LT 2015,chevrolet,German Auto,"US$ 29,500",Negro,Jeepeta, 809 567-3242, 809 501-7813,8095017782," Los Prados, Santo Domingo D.N, Distrito Nacional"
1137740,Chevrolet Equinox LTZ 2015,chevrolet,Peñalo & Belen,"RD$ 775,000",Blanco,Jeepeta, 809-231-4000,, 1 (809) 602-3434, Santo Domingo Este
1092849,Chevrolet Suburban LT 2015,chevrolet,"D Ceballos & Ceballos Car, S.R.L","US$ 29,000",Negro,Jeepeta, 829-687-9988, 809-440-2032 Anderson , 809.302.0886 Junior," Gazcue, Santo Domingo D.N, Distrito Nacional"
1137876,Chevrolet Captiva LTZ 2015,chevrolet,Robmariel Auto Import,"RD$ 650,000",Azul,Jeep, 809-328-9311, 829-779-0828, 809-890-1775," Santo Domingo, Distrito Nacional"
1114633,Chevrolet Tahoe LTZ 2015,chevrolet,Blady Beato Sucursal Usados,"US$ 36,500",Blanco,Jeepeta, Alberto Felipe 829-213-4082*Richard Caceres 829-755-4457*Francisco Reyes 829-213-8825**Jose A. Badia 829-657-2577 ***,,," Caretera Santiago, La vega, La Vega, La Vega"
1137036,Chevrolet Colorado 2015,chevrolet,Blady Beato Sucursal Usados,"RD$ 915,000",Blanco,Camioneta, Alberto Felipe 829-213-4082*Richard Caceres 829-755-4457*Francisco Reyes 829-213-8825**Jose A. Badia 829-657-2577 ***,,," Caretera Santiago, La vega, La Vega, La Vega"
1126987,Chevrolet Suburban LTZ 2015,chevrolet,Blady Beato Sucursal Usados,"US$ 35,900",Negro,Jeepeta, Alberto Felipe 829-213-4082*Richard Caceres 829-755-4457*Francisco Reyes 829-213-8825**Jose A. Badia 829-657-2577 ***,,," Caretera Santiago, La vega, La Vega, La Vega"
1135899,Chevrolet Cruze LT 2015,chevrolet,"J&E Auto Móvil, Rómulo Betancourt","RD$ 560,000",Gris,Sedán, 809.532.6255,, 809.901.9585  / 829.660.2524," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1136557,Chevrolet Tahoe LS 2015,chevrolet,Jose Jose Auto Import,"US$ 29,500",Gris Plata,Jeepeta, 809-820-9244 Celular, 809-590-6040 Oficina,," Jacobo Majluta, Santo Domingo Norte, Distrito Nacional"
1083500,Chevrolet Tahoe LTZ 2015,chevrolet,Evocar Import,"US$ 35,999",Negro,Jeepeta, 809-871-5505 llamada y whatssap, 809-915-5505 llamada y whatssap, 829-677-7726 llamada y whatssap /," Santo Domingo, Distrito Nacional"
1141296,Chevrolet Equinox LT 2015,chevrolet,"Auto Galery Reyfri, SRL","RD$ 635,000",Negro,Jeepeta, 829-838-6147, 829-586-4689, 829-838-6147," Arroyo Hondo, Santo Domingo D.N, Distrito Nacional"
1134301,Chevrolet Cruze LT 2015,chevrolet,"J&E Auto Móvil, Rómulo Betancourt","RD$ 560,000",Negro,Sedán, 809.532.6255,, 809.901.9585  / 829.660.2524," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1106364,Chevrolet Camaro RS 2015,chevrolet,"J&E Auto Móvil, Rómulo Betancourt","US$ 26,500",Rojo,Coupé/Deportivo, 809.532.6255,, 809.901.9585  / 829.660.2524," Bella Vista, Santo Domingo D.N, Distrito Nacional"
1140869,Chevrolet Camaro RS 2015,chevrolet,Jorge Violy NJ Auto Import,"US$ 22,500",Negro/Rojo,Coupé/Deportivo, 809-792-3977, 829-806-8609 Jorge whatsapp/829-653-9246 Jeudy whatsapp, 829-653-9246 whatsapp, Santo Domingo Este
1126278,Chevrolet Tahoe LT 2015,chevrolet,Blady Beato Sucursal Usados,"US$ 35,900",Negro,Jeepeta, Alberto Felipe 829-213-4082*Richard Caceres 829-755-4457*Francisco Reyes 829-213-8825**Jose A. Badia 829-657-2577 ***,,," Caretera Santiago, La vega, La Vega, La Vega"
